"Homicide rate (per 100,000 people)"
"11","Denmark","0.8","","1.1","","1.1","","1.0","","0.8","","0.8","","0.8","","0.9","","1.3","","1.1","","1.0","","1.2",""
"98","Dominica","..","","..","","2.9","","11.3","","21.0","","8.4","","..","","..","","12.4","","12.3","","21.8","","25.7",""
"89","Dominican Republic","..","","12.8","","14.1","","25.9","","25.0","","25.1","","22.3","","19.2","","17.4","","..","","15.2","","11.3",""
"85","Ecuador","8.7","","12.0","","14.5","","15.4","","17.6","","15.4","","12.5","","11.0","","8.2","","6.5","","5.9","","5.8",""
"116","Egypt","0.5","","..","","..","","0.7","","2.2","","3.1","","2.5","","..","","..","","..","","..","","..",""
"124","El Salvador","..","","142.2","","60.5","","64.4","","64.7","","70.6","","41.7","","40.2","","62.4","","105.4","","83.1","","61.8",""
"30","Estonia","7.5","","17.2","","10.2","","8.3","","5.3","","4.9","","4.8","","3.9","","3.1","","3.4","","2.5","","2.2",""
"138","Eswatini (Kingdom of)","18.9","","..","","12.1","","12.6","","17.3","","14.0","","8.3","","8.0","","9.1","","8.5","","8.6","","9.5",""
"98","Fiji","4.4","","3.1","","..","","2.8","","2.3","","2.3","","2.3","","2.2","","2.3","","..","","..","","..",""
"12","Finland","3.0","","2.9","","2.9","","2.3","","2.2","","2.0","","1.6","","1.6","","1.6","","1.5","","1.3","","1.2",""
"26","France","2.4","","2.3","","1.8","","1.6","","1.3","","1.4","","1.2","","1.2","","1.2","","1.6","","1.4","","1.3",""
"70","Georgia","5.0","","7.8","","5.1","","9.0","","4.4","","..","","..","","..","","2.7","","..","","1.0","","..",""
"4","Germany","1.5","","1.7","","1.2","","1.1","","1.0","","0.9","","0.8","","0.8","","0.9","","0.8","","1.2","","1.0",""
"142","Ghana","..","","..","","..","","1.8","","1.7","","1.7","","2.2","","2.1","","2.0","","1.9","","1.9","","2.1",""
"32","Greece","1.0","","1.4","","..","","1.2","","1.5","","1.6","","1.5","","1.4","","0.9","","0.8","","0.8","","0.7",""
"78","Grenada","..","","..","","14.8","","10.7","","9.6","","3.8","","13.3","","5.7","","7.5","","5.6","","10.2","","11.1",""
"126","Guatemala","..","","31.3","","24.9","","40.8","","40.7","","38.0","","33.8","","33.7","","31.4","","29.4","","27.3","","26.1",""
"178","Guinea-Bissau","..","","..","","..","","..","","..","","..","","..","","4.8","","3.8","","2.7","","3.5","","1.1",""
"123","Guyana","12.1","","14.3","","10.1","","18.9","","18.8","","17.4","","18.5","","20.4","","19.5","","19.4","","18.4","","14.8",""
"169","Haiti","..","","..","","..","","..","","6.8","","9.0","","10.0","","10.0","","9.3","","10.0","","9.5","","..",""
"132","Honduras","10.0","","26.9","","48.7","","43.6","","76.1","","85.1","","84.3","","74.3","","66.9","","57.5","","56.5","","41.7",""
"4","Hong Kong, China (SAR)","2.4","","1.2","","0.6","","0.5","","0.5","","0.2","","0.4","","0.9","","0.4","","0.3","","0.4","","0.3",""
"43","Hungary","1.9","","2.9","","2.0","","1.6","","1.4","","1.5","","1.3","","1.6","","1.5","","2.3","","2.1","","2.5",""
"6","Iceland","..","","0.0","","1.8","","1.0","","0.6","","0.9","","0.3","","0.3","","0.6","","0.9","","0.3","","0.9",""
"129","India","5.1","","4.8","","4.6","","3.9","","3.8","","3.8","","3.8","","3.6","","3.7","","3.4","","3.2","","..",""
"111","Indonesia","..","","..","","1.0","","..","","0.4","","0.6","","0.6","","0.5","","0.5","","0.6","","0.5","","0.4",""
"65","Iran (Islamic Republic of)","..","","..","","..","","..","","..","","..","","..","","2.6","","2.5","","..","","..","","..",""
"120","Iraq","6.7","","..","","..","","..","","8.7","","8.3","","8.2","","9.9","","..","","..","","..","","..",""
"3","Ireland","0.5","","1.2","","1.0","","1.2","","1.2","","0.9","","1.1","","1.1","","1.1","","0.7","","0.8","","0.9",""
"22","Israel","3.3","","2.1","","2.4","","2.5","","2.0","","2.0","","1.7","","..","","1.5","","1.4","","..","","..",""
"29","Italy","3.1","","1.8","","1.3","","1.0","","0.9","","0.9","","0.9","","0.8","","0.8","","0.8","","0.7","","..",""
"96","Jamaica","22.4","","30.7","","33.4","","61.0","","51.4","","40.0","","38.7","","42.1","","35.1","","42.1","","47.0","","57.0",""
"19","Japan","0.5","","0.6","","0.5","","0.5","","0.4","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.2",""
"102","Jordan","3.4","","0.8","","..","","1.2","","1.6","","1.9","","2.0","","1.7","","1.9","","1.6","","1.4","","1.4",""
"50","Kazakhstan","8.9","","15.3","","15.4","","..","","8.5","","8.5","","7.5","","6.5","","5.2","","4.8","","..","","5.0",""
"147","Kenya","..","","..","","..","","3.0","","4.7","","5.3","","5.4","","5.5","","5.0","","4.8","","4.9","","5.0",""
"132","Kiribati","..","","0.0","","3.6","","..","","3.9","","10.5","","7.5","","..","","..","","..","","..","","..",""
"22","Korea (Republic of)","0.5","","0.5","","0.8","","0.8","","1.0","","0.8","","0.9","","0.7","","0.7","","0.7","","0.7","","0.6",""
"57","Kuwait","..","","..","","..","","1.8","","2.0","","1.8","","1.8","","..","","..","","..","","..","","..",""
"122","Kyrgyzstan","13.8","","11.7","","8.7","","9.7","","16.8","","8.5","","6.8","","5.3","","5.5","","5.2","","4.5","","4.2",""
"39","Latvia","..","","11.5","","10.0","","5.6","","3.3","","3.3","","3.4","","2.5","","3.2","","3.4","","3.5","","4.2",""
"93","Lebanon","..","","..","","..","","..","","3.8","","3.7","","3.9","","4.5","","4.3","","3.9","","4.0","","..",""
"164","Lesotho","32.4","","..","","..","","..","","37.4","","34.5","","30.7","","31.1","","..","","41.2","","..","","..",""
"176","Liberia","..","","..","","..","","..","","3.3","","4.0","","3.2","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","0.0","","0.0","","0.0","","2.8","","0.0","","0.0","","0.0","","2.7","","0.0","","0.0","","..",""
"34","Lithuania","4.9","","13.8","","10.6","","11.1","","7.0","","6.9","","6.7","","6.6","","5.4","","5.9","","5.2","","4.5",""
"21","Luxembourg","..","","0.5","","0.9","","0.9","","2.0","","0.8","","0.0","","0.2","","0.7","","0.9","","0.9","","0.3",""
"172","Malawi","..","","..","","6.2","","1.5","","3.4","","2.2","","1.7","","..","","..","","..","","..","","..",""
"61","Malaysia","1.7","","1.9","","2.4","","2.4","","1.9","","1.9","","2.1","","2.1","","..","","..","","..","","..",""
"104","Maldives","0.4","","0.8","","..","","..","","1.6","","0.8","","2.6","","0.8","","..","","..","","..","","..",""
"28","Malta","1.1","","..","","1.0","","1.0","","1.0","","0.7","","2.9","","1.7","","1.4","","0.9","","..","","..",""
"66","Mauritius","1.9","","2.2","","2.2","","3.0","","2.6","","2.7","","2.3","","2.8","","1.5","","1.7","","1.8","","..",""
"76","Mexico","17.0","","16.6","","10.6","","9.1","","22.0","","22.9","","21.5","","18.8","","16.1","","16.5","","19.3","","24.8",""
"107","Moldova (Republic of)","6.6","","9.3","","10.3","","7.1","","6.5","","7.5","","5.6","","4.2","","3.2","","..","","..","","..",""
"..","Monaco","..","","..","","..","","3.0","","0.0","","0.0","","0.0","","0.0","","..","","0.0","","..","","..",""
"92","Mongolia","..","","..","","..","","15.8","","8.8","","9.6","","7.1","","7.1","","7.3","","6.2","","5.7","","6.2",""
"52","Montenegro","..","","..","","..","","3.6","","2.4","","3.4","","2.7","","1.6","","3.2","","2.7","","4.5","","2.4",""
"121","Morocco","0.4","","..","","1.6","","1.5","","1.4","","1.3","","1.1","","1.3","","1.0","","1.2","","1.7","","2.1",""
"180","Mozambique","..","","..","","..","","5.2","","3.6","","3.4","","..","","..","","..","","..","","..","","..",""
"145","Myanmar","5.0","","3.7","","2.3","","1.4","","1.6","","2.1","","2.8","","2.4","","2.4","","2.2","","2.3","","..",""
"130","Namibia","..","","22.5","","20.0","","..","","14.4","","13.9","","17.1","","..","","..","","..","","..","","..",""
"147","Nepal","1.9","","..","","2.7","","3.4","","3.0","","2.5","","2.3","","2.2","","2.0","","..","","2.2","","..",""
"10","Netherlands","0.9","","1.2","","1.1","","1.1","","0.9","","0.9","","0.9","","0.7","","0.7","","0.6","","0.6","","0.8",""
"14","New Zealand","1.9","","1.1","","1.3","","1.5","","1.0","","0.9","","0.9","","1.0","","0.9","","1.0","","1.1","","0.7",""
"126","Nicaragua","16.2","","15.3","","9.5","","13.6","","13.7","","12.7","","11.5","","10.0","","8.7","","8.6","","7.4","","..",""
"189","Niger","..","","..","","..","","..","","..","","4.9","","4.4","","..","","..","","..","","..","","..",""
"82","North Macedonia","..","","..","","2.3","","2.1","","2.1","","1.4","","1.4","","1.1","","1.7","","1.2","","0.9","","1.5",""
"1","Norway","1.1","","1.0","","1.1","","0.7","","0.6","","2.2","","0.5","","0.9","","0.6","","0.5","","0.5","","0.5",""
"47","Oman","..","","..","","..","","..","","..","","..","","..","","..","","0.3","","0.4","","0.4","","0.5",""
"152","Pakistan","7.6","","..","","6.4","","6.4","","7.7","","8.0","","7.8","","7.7","","7.2","","5.0","","4.4","","4.2",""
"119","Palestine, State of","..","","1.2","","..","","2.4","","0.8","","0.6","","0.6","","0.5","","0.8","","1.0","","0.7","","..",""
"67","Panama","11.3","","13.8","","9.9","","10.9","","12.6","","14.8","","16.9","","17.3","","15.5","","11.9","","10.0","","9.7",""
"155","Papua New Guinea","..","","..","","8.3","","9.5","","10.0","","..","","..","","..","","..","","..","","..","","..",""
"98","Paraguay","..","","..","","18.8","","15.3","","11.9","","10.4","","10.2","","9.3","","8.8","","9.3","","8.9","","..",""
"82","Peru","..","","..","","..","","..","","..","","5.4","","6.5","","6.6","","6.7","","7.2","","7.7","","7.7",""
"106","Philippines","15.0","","..","","7.4","","7.5","","9.2","","8.9","","8.8","","9.3","","9.7","","9.5","","11.0","","8.4",""
"32","Poland","1.8","","2.2","","2.2","","1.4","","1.0","","1.1","","1.1","","0.8","","0.7","","0.8","","0.7","","0.8",""
"40","Portugal","1.6","","1.1","","1.1","","1.3","","1.2","","1.1","","1.2","","1.4","","0.9","","1.0","","0.6","","0.7",""
"41","Qatar","0.8","","..","","0.2","","0.7","","0.2","","0.2","","0.3","","0.4","","0.4","","..","","..","","..",""
"52","Romania","3.4","","3.3","","2.6","","2.1","","2.0","","1.7","","1.9","","1.7","","1.5","","1.5","","1.2","","1.5",""
"49","Russian Federation","14.3","","30.5","","28.1","","24.8","","..","","..","","11.3","","11.2","","11.5","","11.6","","11.0","","9.2",""
"157","Rwanda","..","","..","","..","","..","","2.8","","..","","2.4","","3.2","","3.8","","2.5","","..","","..",""
"73","Saint Kitts and Nevis","..","","9.3","","6.6","","16.5","","40.8","","65.4","","34.2","","..","","..","","..","","..","","..",""
"89","Saint Lucia","10.1","","10.9","","14.7","","25.0","","25.5","","26.5","","22.3","","18.8","","19.3","","15.8","","16.9","","29.6",""
"94","Saint Vincent and the Grenadines","10.2","","18.5","","18.5","","23.9","","22.9","","19.2","","25.6","","..","","..","","..","","36.5","","..",""
"111","Samoa","..","","..","","..","","..","","8.6","","..","","..","","3.1","","..","","..","","..","","..",""
"..","San Marino","..","","0.0","","0.0","","0.0","","0.0","","0.0","","..","","..","","..","","..","","..","","..",""
"137","Sao Tome and Principe","7.0","","..","","..","","..","","3.4","","3.4","","..","","..","","..","","..","","..","","..",""
"36","Saudi Arabia","..","","..","","0.8","","1.2","","..","","..","","..","","..","","..","","1.5","","..","","1.3",""
"63","Serbia","..","","..","","2.4","","1.6","","1.4","","1.5","","1.2","","1.6","","1.4","","1.2","","1.4","","1.1",""
"62","Seychelles","..","","..","","..","","..","","9.8","","17.4","","4.3","","19.4","","17.2","","7.5","","12.7","","..",""
"181","Sierra Leone","..","","..","","..","","1.7","","2.5","","2.8","","1.7","","..","","..","","1.7","","..","","..",""
"9","Singapore","1.6","","1.6","","1.0","","0.5","","0.4","","0.3","","0.2","","0.3","","0.3","","0.3","","0.3","","0.2",""
"36","Slovakia","1.8","","2.4","","2.4","","1.7","","1.5","","1.6","","1.2","","1.3","","1.3","","0.8","","1.0","","1.5",""
"24","Slovenia","2.0","","2.2","","1.8","","1.0","","0.7","","0.8","","0.7","","0.6","","0.8","","1.0","","0.5","","0.9",""
"153","Solomon Islands","..","","..","","..","","5.5","","..","","..","","..","","..","","..","","..","","..","","..",""
"113","South Africa","..","","63.9","","47.6","","38.0","","30.8","","29.8","","30.6","","31.7","","32.6","","33.8","","34.0","","35.9",""
"186","South Sudan","..","","..","","..","","..","","..","","..","","13.9","","..","","..","","..","","..","","..",""
"25","Spain","1.2","","1.0","","1.4","","1.2","","0.9","","0.8","","0.8","","0.6","","0.7","","0.7","","0.6","","0.7",""
"71","Sri Lanka","11.5","","8.8","","..","","6.2","","3.8","","3.6","","3.3","","3.0","","2.7","","2.4","","2.5","","2.3",""
"98","Suriname","..","","..","","14.4","","13.8","","..","","..","","..","","5.3","","5.8","","6.1","","7.3","","5.5",""
"8","Sweden","1.1","","1.0","","1.1","","0.9","","1.0","","0.9","","0.7","","0.9","","0.9","","1.1","","1.1","","1.1",""
"2","Switzerland","1.6","","1.2","","1.0","","1.0","","0.7","","0.6","","0.6","","0.7","","0.5","","0.7","","0.5","","0.5",""
"154","Syrian Arab Republic","..","","..","","2.2","","2.4","","2.2","","..","","..","","..","","..","","..","","..","","..",""
"125","Tajikistan","3.2","","7.5","","4.6","","2.3","","2.4","","1.6","","..","","..","","..","","..","","..","","..",""
"159","Tanzania (United Republic of)","..","","7.0","","..","","..","","8.4","","8.7","","8.3","","7.3","","7.5","","7.0","","6.2","","..",""
"77","Thailand","9.4","","7.6","","8.2","","7.3","","5.4","","4.9","","4.9","","4.2","","3.9","","3.5","","3.2","","..",""
"131","Timor-Leste","..","","..","","..","","4.5","","3.5","","..","","..","","..","","..","","3.9","","..","","..",""
"105","Tonga","..","","2.1","","1.0","","4.0","","1.0","","1.9","","1.0","","..","","..","","..","","..","","..",""
"63","Trinidad and Tobago","..","","..","","9.5","","29.8","","35.6","","26.4","","28.3","","30.2","","29.9","","30.9","","..","","..",""
"91","Tunisia","..","","..","","..","","2.6","","2.7","","..","","3.0","","..","","..","","..","","..","","..",""
"59","Turkey","..","","..","","..","","4.9","","4.2","","4.2","","4.3","","..","","..","","..","","..","","..",""
"108","Turkmenistan","9.0","","6.4","","5.9","","4.3","","..","","..","","..","","..","","..","","..","","..","","..",""
"..","Tuvalu","..","","..","","..","","0.0","","9.5","","9.4","","18.6","","..","","..","","..","","..","","..",""
"159","Uganda","..","","8.3","","..","","8.7","","9.3","","10.7","","11.2","","10.3","","11.5","","..","","10.8","","11.0",""
"88","Ukraine","5.0","","8.7","","9.0","","6.5","","4.3","","..","","5.2","","..","","6.3","","..","","..","","6.2",""
"35","United Arab Emirates","..","","..","","..","","1.2","","0.8","","0.6","","0.8","","0.6","","0.7","","0.7","","0.7","","0.5",""
"15","United Kingdom","1.2","","1.6","","1.6","","1.4","","1.2","","1.0","","1.0","","0.9","","0.9","","1.0","","1.2","","1.2",""
"15","United States","9.3","","8.1","","5.5","","5.7","","4.8","","4.7","","4.7","","4.5","","4.5","","5.0","","5.4","","5.3",""
"57","Uruguay","6.6","","5.9","","6.4","","5.7","","6.1","","5.9","","7.9","","7.6","","7.8","","8.5","","7.8","","8.2",""
"108","Uzbekistan","5.5","","5.1","","4.3","","3.4","","..","","..","","..","","..","","1.5","","1.6","","1.4","","1.1",""
"96","Venezuela (Bolivarian Republic of)","12.5","","20.2","","32.8","","37.2","","45.1","","47.8","","53.8","","..","","61.9","","..","","56.3","","..",""
"118","Viet Nam","..","","..","","..","","1.2","","1.5","","1.5","","..","","..","","..","","..","","..","","..",""
"177","Yemen","..","","..","","3.9","","4.6","","4.7","","5.7","","6.5","","6.7","","..","","..","","..","","..",""
"143","Zambia","6.9","","..","","7.6","","..","","5.9","","6.0","","6.0","","5.7","","5.3","","5.3","","..","","..",""
"150","Zimbabwe","5.8","","..","","..","","10.4","","5.0","","..","","6.7","","..","","..","","..","","..","","..",""
"165","Côte d'Ivoire","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"179","Congo (Democratic Republic of the)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"138","Congo","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156","Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"171","Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"182","Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"173","Ethiopia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"115","Gabon","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"174","Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"174","Gambia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"144","Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"140","Lao People's Democratic Republic","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"110","Libya","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"162","Madagascar","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"184","Mali","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"161","Mauritania","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"158","Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"55","Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"168","Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"166","Senegal","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"187","Chad","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"167","Togo","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"141","Vanuatu","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","5.1","","6.9","","5.8","","5.0","","2.4","","2.3","","3.2","","3.0","","3.2","","3.3","","3.3","","3.2",""
" ","High human development","..","","8.1","","7.3","","6.7","","6.2","","6.5","","6.5","","5.9","","6.4","","5.8","","6.7","","6.4",""
" ","Medium human development","..","","..","","5.1","","4.5","","4.8","","4.8","","4.9","","4.7","","4.6","","4.3","","3.9","","..",""
" ","Low human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Developing Countries","..","","..","","..","","5.6","","5.5","","5.7","","5.8","","5.4","","5.7","","5.1","","..","","..",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","..","","..","","..","","1.5","","2.8","","3.2","","3.1","","4.0","","1.4","","1.4","","1.6","","1.5",""
" ","East Asia and the Pacific","..","","..","","..","","2.2","","1.6","","1.5","","1.4","","1.4","","1.3","","1.3","","1.3","","1.0",""
" ","Europe and Central Asia","..","","..","","7.4","","5.0","","4.6","","4.5","","4.5","","3.8","","3.9","","2.6","","1.9","","3.6",""
" ","Latin America and the Caribbean","22.9","","24.5","","24.4","","21.9","","24.4","","24.6","","25.0","","22.3","","23.4","","20.9","","23.1","","23.5",""
" ","South Asia","5.4","","..","","4.6","","4.1","","4.1","","4.1","","4.2","","3.9","","3.9","","3.6","","3.3","","..",""
" ","Sub-Saharan Africa","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Least Developed Countries","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Small Island Developing States","..","","..","","9.9","","14.9","","12.5","","12.8","","12.5","","11.8","","10.9","","..","","..","","..",""
" ","Organization for Economic Co-operation and Development","4.8","","4.6","","3.3","","3.3","","4.1","","4.2","","4.0","","3.7","","3.4","","3.6","","4.0","","4.8",""
" ","World","..","","..","","6.2","","5.5","","4.9","","5.0","","5.3","","4.9","","5.1","","4.7","","5.0","","..",""
""
